"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20190101 ~ 20191231"
"실거래구분 : 토지(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"시군구","번지","지목","용도지역","도로조건","계약년월","계약일","계약면적(㎡)","거래금액(만원)","지분구분"
"서울특별시 광진구 중곡동","1**","도로","제2종일반주거지역","-","201901","23","33","3,724","지분"
"서울특별시 광진구 중곡동","1**","도로","제2종일반주거지역","-","201901","23","33","3,800","지분"
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201901","23","1000","3,909","지분"
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201901","23","1024","3,999","지분"
"서울특별시 서초구 방배동","8**","도로","제2종일반주거지역","-","201901","23","55.8","35,639"," "
"서울특별시 종로구 부암동","4*","대","제1종일반주거지역","8m미만","201901","23","152","37,290"," "
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201901","23","100","387","지분"
"서울특별시 강북구 수유동","산6*","임야","제1종일반주거지역","8m미만","201901","23","6.61","398","지분"
"서울특별시 강남구 청담동","1**","대","제3종일반주거지역","25m미만","201901","23","145.2","417,176"," "
"서울특별시 광진구 자양동","5*","대","준주거지역","25m이상","201901","23","57","44,451"," "
"서울특별시 종로구 부암동","4*","대","제1종일반주거지역","8m미만","201901","23","22","5,412","지분"
"서울특별시 종로구 부암동","1**","대","제1종일반주거지역","-","201901","23","83","5,663","지분"
"서울특별시 광진구 중곡동","1**","도로","제2종일반주거지역","-","201901","23","51","5,700","지분"
"서울특별시 은평구 갈현동","2**","대","제2종일반주거지역","-","201901","23","7","50","지분"
"서울특별시 중랑구 신내동","6**","답","개발제한구역","8m미만","201901","23","553","50,000"," "
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201901","23","132.23","516","지분"
"서울특별시 강남구 청담동","1**","대","제3종일반주거지역","25m미만","201901","23","207","594,735"," "
"서울특별시 서초구 방배동","8**","도로","제2종일반주거지역","-","201901","23","110.65","60,526","지분"
"서울특별시 서초구 방배동","8**","도로","제2종일반주거지역","-","201901","23","114.65","62,714","지분"
"서울특별시 서초구 방배동","8**","도로","제2종일반주거지역","-","201901","23","114.65","62,714","지분"
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201901","23","165","645","지분"
"서울특별시 종로구 부암동","4*","대","제1종일반주거지역","8m미만","201901","23","22","7,149","지분"
"서울특별시 종로구 부암동","4*","대","제1종일반주거지역","8m미만","201901","23","74","7,250"," "
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201901","23","198","774","지분"
"서울특별시 광진구 자양동","6*","대","준주거지역","25m이상","201901","23","80","81,149"," "
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201901","23","232","903","지분"
"서울특별시 강남구 청담동","1**","대","제3종일반주거지역","25m미만","201901","23","319.2","917,098"," "
"서울특별시 강남구 청담동","1**","대","제3종일반주거지역","25m미만","201901","23","337.6","969,963"," "
"서울특별시 은평구 수색동","1**","도로","제3종일반주거지역","-","201901","24","3","1,420"," "
"서울특별시 은평구 수색동","3**","도로","준주거지역","-","201901","24","4","1,819"," "
"서울특별시 서대문구 홍은동","1**","대","제1종일반주거지역","-","201901","24","26","1,900"," "
"서울특별시 서대문구 홍은동","*","대","제2종일반주거지역","-","201901","24","53","11,212"," "
"서울특별시 은평구 수색동","1**","도로","제2종일반주거지역","-","201901","24","94","110,348"," "
"서울특별시 은평구 수색동","1**","도로","제3종일반주거지역","-","201901","24","38","13,108"," "
"서울특별시 은평구 수색동","3**","도로","제2종일반주거지역","-","201901","24","29","13,703"," "
"서울특별시 종로구 인의동","2*","도로","일반상업지역","8m미만","201901","24","27.1","14,100"," "
"서울특별시 성북구 장위동","2**","대","제3종일반주거지역","-","201901","24","44","15,317"," "
"서울특별시 서초구 방배동","8**","도로","제3종일반주거지역","-","201901","24","22","15,620","지분"
"서울특별시 은평구 수색동","1**","도로","제3종일반주거지역","-","201901","24","42","15,876"," "
"서울특별시 은평구 수색동","1**","도로","준주거지역","-","201901","24","6","2,413"," "
"서울특별시 영등포구 신길동","4**","대","제2종일반주거지역","8m미만","201901","24","7","2,800"," "
"서울특별시 영등포구 신길동","4**","대","제2종일반주거지역","-","201901","24","597","217,200"," "
"서울특별시 은평구 수색동","1**","도로","제3종일반주거지역","-","201901","24","574","217,575"," "
"서울특별시 서대문구 홍은동","*","대","제2종일반주거지역","-","201901","24","102","22,633"," "
"서울특별시 은평구 수색동","1**","구거","준주거지역","-","201901","24","66","26,542"," "
"서울특별시 은평구 수색동","1**","구거","제3종일반주거지역","-","201901","24","584","260,304"," "
"서울특별시 영등포구 신길동","3**","대","제3종일반주거지역","12m미만","201901","24","11.9","4,300","지분"
"서울특별시 은평구 수색동","1**","도로","준주거지역","-","201901","24","11","4,707"," "
"서울특별시 영등포구 신길동","3**","대","제3종일반주거지역","8m미만","201901","24","1.37","440","지분"
"서울특별시 영등포구 신길동","3**","대","제3종일반주거지역","12m미만","201901","24","15.58","5,640","지분"
"서울특별시 영등포구 신길동","3**","대","제3종일반주거지역","8m미만","201901","24","2.28","700","지분"
"서울특별시 은평구 수색동","1**","대","제2종일반주거지역","25m미만","201901","24","160","82,992"," "
"서울특별시 영등포구 신길동","3**","대","제3종일반주거지역","12m미만","201901","24","2.66","920","지분"
"서울특별시 광진구 군자동","3**","도로","제3종일반주거지역","-","201901","25","4","1,200"," "
"서울특별시 동작구 사당동","산3*","임야","제1종일반주거지역","25m미만","201901","25","59.29","1,800","지분"
"서울특별시 동작구 사당동","1***","공원","제1종일반주거지역","25m미만","201901","25","1.87","100","지분"
"서울특별시 마포구 서교동","3**","도로","제2종일반주거지역","-","201901","25","40.7","13,700"," "
"서울특별시 동대문구 휘경동","2**","대","제3종일반주거지역","8m미만","201901","25","149","132,594"," "
"서울특별시 성북구 석관동","3**","대","제2종일반주거지역","25m미만","201901","25","11","14,550","지분"
"서울특별시 동대문구 휘경동","2**","대","제3종일반주거지역","8m미만","201901","25","165","146,833"," "
"서울특별시 성동구 용답동","1**","도로","제3종일반주거지역","-","201901","25","1.11","165"," "
"서울특별시 동대문구 휘경동","2**","대","제3종일반주거지역","8m미만","201901","25","208","185,098"," "
"서울특별시 종로구 동숭동","5*","대","제2종일반주거지역","12m미만","201901","25","138.8","188,000"," "
"서울특별시 동대문구 휘경동","2**","대","제3종일반주거지역","8m미만","201901","25","212","188,658"," "
"서울특별시 동대문구 휘경동","2**","대","제3종일반주거지역","8m미만","201901","25","212","188,658"," "
"서울특별시 동대문구 휘경동","2**","대","제3종일반주거지역","8m미만","201901","25","212","188,658"," "
"서울특별시 동대문구 휘경동","2**","대","제3종일반주거지역","8m미만","201901","25","212","188,658"," "
"서울특별시 동작구 사당동","산3*","임야","제1종일반주거지역","25m미만","201901","25","59.29","2,000","지분"
"서울특별시 광진구 중곡동","1**","도로","제2종일반주거지역","-","201901","25","20","2,234","지분"
"서울특별시 용산구 원효로1가","3*","대","제2종일반주거지역","-","201901","25","5.5","2,954"," "
"서울특별시 성북구 성북동1가","3*","대","제3종일반주거지역","8m미만","201901","25","211.6","223,000"," "
"서울특별시 관악구 신림동","산7*","임야","제2종일반주거지역","8m미만","201901","25","220","25,000","지분"
"서울특별시 서초구 방배동","8**","도로","제3종일반주거지역","-","201901","25","37.8","28,312","지분"
"서울특별시 동대문구 휘경동","3**","대","제2종일반주거지역","8m미만","201901","25","43","28,579"," "
"서울특별시 성북구 장위동","2**","대","제1종일반주거지역","12m미만","201901","25","92","32,027"," "
"서울특별시 성동구 용답동","1**","도로","제3종일반주거지역","-","201901","25","2.2","329","지분"
"서울특별시 은평구 증산동","1**","도로","제2종일반주거지역","-","201901","25","476","37,500"," "
"서울특별시 도봉구 창동","6**","대","준공업지역","-","201901","25","10.7","4,139"," "
"서울특별시 성북구 정릉동","8**","도로","제2종일반주거지역","-","201901","25","3.07","490","지분"
"서울특별시 성동구 용답동","1**","도로","제3종일반주거지역","-","201901","25","3.57","533"," "
"서울특별시 동작구 흑석동","1**","도로","준주거지역","-","201901","26","31.22","10,000","지분"
"서울특별시 성동구 금호동3가","5**","대","제2종일반주거지역","8m미만","201901","26","16.53","10,000","지분"
"서울특별시 동대문구 휘경동","1**","대","제3종일반주거지역","-","201901","26","93","25,000","지분"
"서울특별시 은평구 수색동","3**","대","제2종일반주거지역","-","201901","26","34","4,505"," "
"서울특별시 강서구 염창동","2**","도로","준주거지역","-","201901","26","58.5","40,500"," "
"서울특별시 은평구 수색동","3**","대","제2종일반주거지역","8m미만","201901","26","2","631"," "
"서울특별시 은평구 수색동","3**","도로","제2종일반주거지역","-","201901","27","17","1,768"," "
"서울특별시 종로구 부암동","1**","임야","제1종일반주거지역","-","201901","28","16","1,450","지분"
"서울특별시 서대문구 북가좌동","7*","대","제2종일반주거지역","8m미만","201901","28","20","1,630"," "
"서울특별시 노원구 상계동","1**","도로","제3종일반주거지역","-","201901","28","12","1,705"," "
"서울특별시 구로구 항동","산3*","임야","개발제한구역","-","201901","28","1785.2","15,000","지분"
"서울특별시 동작구 신대방동","3**","대","제3종일반주거지역","8m미만","201901","28","46","15,511"," "
"서울특별시 도봉구 도봉동","5**","임야","개발제한구역","8m미만","201901","28","539","20,000"," "
"서울특별시 마포구 망원동","4**","대","제2종일반주거지역","8m미만","201901","28","10.47","3,008","지분"
"서울특별시 동작구 신대방동","3**","도로","제3종일반주거지역","8m미만","201901","28","10","3,067"," "
"서울특별시 동작구 신대방동","산1**","임야","제3종일반주거지역","-","201901","28","234","68,661"," "
"서울특별시 동작구 신대방동","3**","대","제3종일반주거지역","8m미만","201901","28","33","9,722"," "
"서울특별시 구로구 오류동","3*","대","일반상업지역","25m이상","201901","29","1.43","1,400","지분"
"서울특별시 성동구 성수동2가","5**","도로","제2종일반주거지역","-","201901","29","20","10,000"," "
"서울특별시 동작구 상도동","산1*","임야","제3종일반주거지역","25m이상","201901","29","51.09","101,000","지분"
"서울특별시 영등포구 문래동2가","*","대","준공업지역","8m미만","201901","29","18.8","11,374"," "
"서울특별시 도봉구 방학동","5**","전","개발제한구역","-","201901","29","235","12,000"," "
"서울특별시 성동구 성수동2가","5**","대","제3종일반주거지역","-","201901","29","29","15,000"," "
"서울특별시 관악구 봉천동","3*","대","일반상업지역","-","201901","29","13","18,012"," "
"서울특별시 서대문구 홍은동","1**","대","제3종일반주거지역","8m미만","201901","29","6.15","2,312","지분"
"서울특별시 종로구 창신동","6**","대","제2종일반주거지역","-","201901","29","9.9","2,464"," "
"서울특별시 동작구 상도동","산1*","임야","제3종일반주거지역","25m이상","201901","29","229.91","339,000","지분"
"서울특별시 성동구 성수동2가","5**","도로","제3종일반주거지역","-","201901","29","9","4,500"," "
"서울특별시 성동구 성수동2가","5**","대","제3종일반주거지역","12m미만","201901","29","6","4,500","지분"
"서울특별시 중랑구 면목동","1**","도로","제2종일반주거지역","8m미만","201901","29","10","4,545"," "
