"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200101 ~ 20200127"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세(만원)","층","건축년도","도로명"
"강원도 원주시 관설동","1713-1","1713","0001","청솔6차","전세","59.85","202001","8","8,000","0","9","2002","단관초교길 9"
"강원도 원주시 관설동","1713-2","1713","0002","청솔8차","월세","59.85","202001","3","1,000","28","11","2002","나비허리길 188"
"강원도 원주시 관설동","1713-2","1713","0002","청솔8차","월세","59.85","202001","3","1,000","28","11","2002","나비허리길 188"
"강원도 원주시 관설동","1713-2","1713","0002","청솔8차","월세","59.85","202001","8","3,000","20","8","2002","나비허리길 188"
"강원도 원주시 관설동","1713-2","1713","0002","청솔8차","전세","59.85","202001","17","7,000","0","11","2002","나비허리길 188"
"강원도 원주시 관설동","1774-2","1774","0002","현진에버빌4차","전세","84.976","202001","14","14,000","0","13","2004","시청로 494"
"강원도 원주시 단계동","808","0808","0000","단계삼익","전세","84.75","202001","13","12,000","0","10","1993","봉화로 74"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","59.8818","202001","2","7,600","14","26","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","60.4694","202001","2","6,000","21","4","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","59.8818","202001","3","7,600","14","8","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","59.8818","202001","4","7,600","14","27","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","60.4694","202001","4","6,000","21","13","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","59.8818","202001","5","7,600","14","17","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","60.4694","202001","5","6,000","21","18","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","60.4694","202001","6","6,000","21","9","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","59.8818","202001","8","7,600","14","18","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","60.4694","202001","9","6,000","21","3","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","59.8818","202001","10","7,600","14","14","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","59.8818","202001","11","7,600","14","15","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","59.8818","202001","12","7,600","14","16","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","59.8818","202001","12","7,600","14","12","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","59.8818","202001","12","7,600","14","6","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","59.8818","202001","14","7,600","14","8","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","59.8818","202001","15","7,600","14","7","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","59.8818","202001","18","7,600","14","23","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","59.8818","202001","19","7,600","14","19","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","59.8818","202001","19","7,600","14","23","2019","봉화서부로 26"
"강원도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","월세","60.4694","202001","22","6,000","21","6","2019","봉화서부로 26"
"강원도 원주시 단계동","809","0809","0000","벽산","전세","95.27","202001","21","11,000","0","7","1993","백간길 80"
"강원도 원주시 단계동","1215","1215","0000","봉화산벨라시티","전세","59.9847","202001","17","16,000","0","18","2016","백간길 17"
"강원도 원주시 단계동","807-1","0807","0001","세경3차","전세","59.76","202001","20","5,000","0","11","1996","백간길 63"
"강원도 원주시 단계동","1218","1218","0000","원주봉화산벨라시티2차아파트","전세","84.9911","202001","6","22,000","0","23","2018","백간길 17-1"
"강원도 원주시 단계동","1218","1218","0000","원주봉화산벨라시티2차아파트","전세","84.9794","202001","10","22,000","0","8","2018","백간길 17-1"
"강원도 원주시 단계동","1096","1096","0000","원주봉화산주공","월세","36.65","202001","14","964","12","1","2008","백간길 16"
"강원도 원주시 단계동","1184","1184","0000","원주봉화산푸르지오","전세","60.8496","202001","3","13,650","0","6","2017","봉화서부로 11"
"강원도 원주시 단계동","1184","1184","0000","원주봉화산푸르지오","전세","60.8496","202001","8","14,000","0","26","2017","봉화서부로 11"
"강원도 원주시 단계동","1184","1184","0000","원주봉화산푸르지오","전세","72.8686","202001","9","17,000","0","5","2017","봉화서부로 11"
"강원도 원주시 단계동","1184","1184","0000","원주봉화산푸르지오","전세","60.8496","202001","10","14,500","0","18","2017","봉화서부로 11"
"강원도 원주시 단계동","1184","1184","0000","원주봉화산푸르지오","전세","60.8496","202001","14","15,000","0","25","2017","봉화서부로 11"
"강원도 원주시 단계동","1084-2","1084","0002","장미","전세","59.67","202001","15","9,000","0","15","1995","백간길 81"
"강원도 원주시 단계동","880","0880","0000","코오롱","전세","59.73","202001","3","8,500","0","13","1994","로아노크로 15"
"강원도 원주시 단계동","880","0880","0000","코오롱","전세","59.73","202001","4","10,000","0","3","1994","로아노크로 15"
"강원도 원주시 단구동","1461","1461","0000","개운2차한신휴플러스","전세","84.98","202001","11","15,000","0","4","2006","서원대로 427"
"강원도 원주시 단구동","1451","1451","0000","단구동한신휴플러스","전세","59.9376","202001","6","17,000","0","5","2017","단구로 250"
"강원도 원주시 단구동","1451","1451","0000","단구동한신휴플러스","전세","74.9321","202001","12","15,000","0","6","2017","단구로 250"
"강원도 원주시 단구동","1451","1451","0000","단구동한신휴플러스","전세","84.6989","202001","13","20,000","0","6","2017","단구로 250"
"강원도 원주시 단구동","1451","1451","0000","단구동한신휴플러스","전세","84.6989","202001","14","19,000","0","4","2017","단구로 250"
"강원도 원주시 단구동","1517-1","1517","0001","대림","월세","59.903","202001","2","1,000","40","10","1997","남원로 524"
"강원도 원주시 단구동","1467","1467","0000","대흥","전세","67.38","202001","8","8,000","0","13","1994","단구초교길 11"
"강원도 원주시 단구동","1589-2","1589","0002","청솔1차(1589-2)","월세","58.65","202001","8","500","35","8","2000","늘품로 6"
"강원도 원주시 단구동","1588-4","1588","0004","청솔2차","전세","58.65","202001","12","7,500","0","6","2000","단구로 408"
"강원도 원주시 단구동","1588-4","1588","0004","청솔2차","전세","58.65","202001","12","5,500","0","2","2000","단구로 408"
"강원도 원주시 단구동","1588-4","1588","0004","청솔2차","전세","58.65","202001","22","6,500","0","5","2000","단구로 408"
"강원도 원주시 단구동","1679","1679","0000","청솔3차","전세","58.65","202001","9","7,000","0","13","2000","단구로 406"
"강원도 원주시 단구동","1684-1","1684","0001","청솔4차","전세","58.65","202001","7","10,000","0","4","2001","단구로 416"
"강원도 원주시 단구동","1517-3","1517","0003","청솔7차","전세","59.85","202001","21","8,000","0","5","2002","남원로 494"
"강원도 원주시 단구동","1517-2","1517","0002","한일","전세","59.91","202001","2","8,500","0","1","1997","남원로 526"
"강원도 원주시 단구동","1517-2","1517","0002","한일","전세","59.91","202001","3","10,000","0","2","1997","남원로 526"
"강원도 원주시 단구동","1517-2","1517","0002","한일","전세","59.91","202001","6","11,000","0","7","1997","남원로 526"
"강원도 원주시 단구동","1517-2","1517","0002","한일","월세","59.91","202001","22","1,000","30","15","1997","남원로 526"
"강원도 원주시 단구동","1517-4","1517","0004","현대1","전세","59.84","202001","9","12,000","0","7","1997","남원로 492"
"강원도 원주시 단구동","1612","1612","0000","현진에버빌","전세","84.886","202001","11","14,000","0","3","2001","나비허리길 22"
"강원도 원주시 명륜동","480","0480","0000","단구2단지","월세","46.68","202001","3","500","30","2","1990","남원로527번길 23"
"강원도 원주시 명륜동","847-5","0847","0005","동보노빌리티1","전세","84.784","202001","13","3,000","0","8","2001","시청로 255"
"강원도 원주시 명륜동","710","0710","0000","행운","월세","44.94","202001","9","300","27","8","1992","예술관길 32"
"강원도 원주시 명륜동","847-2","0847","0002","현진에버빌3차","전세","85.107","202001","8","16,000","0","10","2004","남원로 443"
"강원도 원주시 무실동","1651","1651","0000","뜨란채","전세","84.94","202001","20","17,000","0","4","2006","시청로 90"
"강원도 원주시 무실동","1649","1649","0000","무실주공1단지","월세","51.88","202001","2","3,864","10","12","2004","시청로 68"
"강원도 원주시 무실동","1649","1649","0000","무실주공1단지","월세","51.88","202001","3","3,864","10","5","2004","시청로 68"
"강원도 원주시 무실동","1649","1649","0000","무실주공1단지","월세","51.88","202001","6","4,177","14","1","2004","시청로 68"
"강원도 원주시 무실동","1649","1649","0000","무실주공1단지","월세","51.88","202001","17","3,864","10","3","2004","시청로 68"
"강원도 원주시 무실동","1645","1645","0000","무실주공3단지","전세","59.92","202001","3","12,000","0","10","2003","시청로 92"
"강원도 원주시 무실동","1645","1645","0000","무실주공3단지","전세","59.83","202001","13","12,000","0","14","2003","시청로 92"
"강원도 원주시 무실동","1645","1645","0000","무실주공3단지","전세","59.92","202001","17","12,000","0","20","2003","시청로 92"
"강원도 원주시 무실동","1645","1645","0000","무실주공3단지","월세","59.92","202001","22","1,000","50","11","2003","시청로 92"
"강원도 원주시 무실동","1644","1644","0000","무실주공4단지","전세","75.72","202001","10","11,300","0","10","2001","시청로 88"
"강원도 원주시 무실동","1644","1644","0000","무실주공4단지","전세","75.72","202001","10","11,300","0","10","2001","시청로 88"
"강원도 원주시 무실동","1644","1644","0000","무실주공4단지","전세","84.52","202001","17","13,000","0","16","2001","시청로 88"
"강원도 원주시 무실동","1644","1644","0000","무실주공4단지","전세","84.52","202001","18","12,500","0","10","2001","시청로 88"
"강원도 원주시 무실동","1644","1644","0000","무실주공4단지","전세","75.66","202001","18","12,000","0","8","2001","시청로 88"
"강원도 원주시 무실동","1846-5","1846","0005","사랑으로부영","전세","59.9381","202001","2","12,761","0","17","2012","무실로 380"
"강원도 원주시 무실동","1846-5","1846","0005","사랑으로부영","전세","59.9381","202001","3","12,761","0","15","2012","무실로 380"
"강원도 원주시 무실동","1846-5","1846","0005","사랑으로부영","전세","84.9877","202001","5","16,165","0","6","2012","무실로 380"
"강원도 원주시 무실동","1846-5","1846","0005","사랑으로부영","월세","84.9877","202001","7","14,700","15","9","2012","무실로 380"
"강원도 원주시 무실동","1846-5","1846","0005","사랑으로부영","전세","59.9381","202001","7","12,761","0","13","2012","무실로 380"
"강원도 원주시 무실동","1846-5","1846","0005","사랑으로부영","월세","59.9381","202001","14","11,550","12","1","2012","무실로 380"
"강원도 원주시 무실동","1846-5","1846","0005","사랑으로부영","전세","84.9877","202001","14","16,165","0","11","2012","무실로 380"
"강원도 원주시 무실동","1846-5","1846","0005","사랑으로부영","전세","84.9877","202001","15","16,165","0","5","2012","무실로 380"
"강원도 원주시 무실동","1846-5","1846","0005","사랑으로부영","전세","59.9381","202001","16","6,000","0","5","2012","무실로 380"
"강원도 원주시 무실동","1846-5","1846","0005","사랑으로부영","전세","84.9877","202001","17","16,165","0","7","2012","무실로 380"
"강원도 원주시 무실동","1713","1713","0000","원주무실5주공","월세","51.93","202001","23","2,801","23","6","2008","만대로 96"
"강원도 원주시 무실동","1715-1","1715","0001","원주무실6단지휴먼시아","월세","84.95","202001","7","2,000","70","12","2010","만대로 119"
"강원도 원주시 무실동","1715-1","1715","0001","원주무실6단지휴먼시아","전세","84.81","202001","16","21,000","0","10","2010","만대로 119"
"강원도 원주시 무실동","1715-1","1715","0001","원주무실6단지휴먼시아","전세","84.81","202001","22","19,000","0","7","2010","만대로 119"
"강원도 원주시 무실동","1861-1","1861","0001","원주시 무실 세영리첼 1차","전세","84.9704","202001","13","21,000","0","17","2014","무실로 382"
"강원도 원주시 무실동","1861-1","1861","0001","원주시 무실 세영리첼 1차","월세","84.9616","202001","18","20,000","10","14","2014","무실로 382"
"강원도 원주시 무실동","1868-1","1868","0001","원주시 무실 세영리첼 2차 ","전세","84.8833","202001","4","24,000","0","5","2015","무실로 415"
"강원도 원주시 무실동","1868-1","1868","0001","원주시 무실 세영리첼 2차 ","전세","84.9616","202001","16","24,000","0","8","2015","무실로 415"
"강원도 원주시 문막읍 건등리","1741-1","1741","0001","극동스타클래스","월세","84.947","202001","9","3,000","20","3","2008","건등로 67"
